plate,mjd,fiberid,run2d,specobj_id,ra,dec,sn_median_r,z,zerr,zwarning,class,subclass
5322,56003,661,'v5_10_0',Decimal('5992221099227586560'),147.30441,17.865544,37.24,1.66058,0.000205,0,'QSO','BROADLINE'
5328,55982,591,'v5_10_0',Decimal('5998957256862834688'),150.14103,13.403023,43.49,1.35677,0.00026,0,'QSO','BROADLINE'
5710,56658,112,'v5_10_0',Decimal('6428919366100688896'),145.82609,55.137049,6.84,0.264531,3.20E-05,0,'QSO','AGN BROADLINE'
5710,56658,848,'v5_10_0',Decimal('6429121676240199680'),145.24222,55.890258,46.38,1.50155,0.000115,0,'QSO','BROADLINE'
5712,56602,229,'v5_10_0',Decimal('6431203325689962496'),139.9376,59.242025,1.96,6.52796,0.000895,0,'QSO','BROADLINE'
5712,56602,420,'v5_10_0',Decimal('6431255827370188800'),138.2636,58.908107,26.79,0.81915,9.30E-05,0,'QSO','BROADLINE'
5716,56684,924,'v5_10_0',Decimal('6435897966838390784'),146.08101,60.090609,34.19,1.35962,0.000172,0,'QSO','BROADLINE'
5718,56693,274,'v5_10_0',Decimal('6437971096163557376'),138.97327,64.022354,43.89,1.16977,0.000109,0,'QSO','BROADLINE'
5719,56014,310,'v5_10_0',Decimal('6439106880283320320'),148.03886,59.438821,32.67,0.908181,8.00E-05,0,'QSO','BROADLINE'
5719,56014,400,'v5_10_0',Decimal('6439131619294945280'),147.50125,59.851916,37.07,1.12825,0.000128,0,'QSO','BROADLINE'
5720,56602,38,'v5_10_0',Decimal('6440158023264477184'),148.31728,61.785028,36.48,1.19187,0.000137,0,'QSO','BROADLINE'
5722,56008,294,'v5_10_0',Decimal('6442480181856673792'),149.29911,63.169482,45.86,0.91737,6.50E-05,0,'QSO','BROADLINE'
5722,56008,642,'v5_10_0',Decimal('6442575839368290304'),148.35234,63.850888,28.57,1.31266,0.000155,0,'QSO','BROADLINE'
5722,56008,805,'v5_10_0',Decimal('6442620644467122176'),149.87453,63.566634,44.79,2.40894,0.000451,0,'QSO',''
5724,56364,316,'v5_10_0',Decimal('6444738034957000704'),145.56394,52.918555,20.69,1.25035,0.000136,0,'QSO','BROADLINE'
5728,56334,104,'v5_10_0',Decimal('6449183359964782592'),137.49835,54.394548,4.88,0.532039,4.40E-05,0,'QSO','AGN BROADLINE'
5729,56598,712,'v5_10_0',Decimal('6450476390068232192'),138.01036,53.57674,18.99,2.36685,0.000417,0,'QSO','BROADLINE'
5731,56363,152,'v5_10_0',Decimal('6452574254311383040'),142.87471,49.044658,36.43,1.78046,0.000221,0,'QSO','BROADLINE'
5738,56002,64,'v5_10_0',Decimal('6460431358346895360'),149.50837,50.758903,24.08,0.745677,9.30E-05,0,'QSO','BROADLINE'
5740,55998,584,'v5_10_0',Decimal('6462826094605082624'),144.30137,50.147822,21.02,0.275396,6.90E-05,0,'QSO','STARFORMING BROADLINE'
5743,56011,160,'v5_10_0',Decimal('6466087246311170048'),149.4091,55.382709,37.5,0.902307,0.000286,0,'QSO','BROADLINE'
5766,56248,732,'v5_10_0',Decimal('6492140178307522560'),144.00705,19.647283,41.07,0.845174,9.00E-05,0,'QSO','BROADLINE'
5772,56003,434,'v5_10_0',Decimal('6498813660021891072'),136.47768,20.866966,27.39,1.3742,0.000186,0,'QSO','BROADLINE'
5772,56003,896,'v5_10_0',Decimal('6498940653614899200'),138.18927,21.527551,36.97,0.735725,5.40E-05,0,'QSO','BROADLINE'
5784,56029,50,'v5_10_0',Decimal('6512218906223943680'),151.24299,20.413684,32.15,0.91488,0.000121,0,'QSO','BROADLINE'
5785,56269,803,'v5_10_0',Decimal('6513551793221246976'),148.03115,21.58617,43.13,0.93523,0.000101,0,'QSO','BROADLINE'
5789,56246,546,'v5_10_0',Decimal('6517984748840656896'),142.5911,23.891607,36.8,1.17047,0.000128,0,'QSO','BROADLINE'
5792,56269,188,'v5_10_0',Decimal('6521264042656374784'),141.98702,25.502162,50.76,1.19902,0.000153,0,'QSO','BROADLINE'
5793,56337,870,'v5_10_0',Decimal('6522577410436603904'),150.21361,35.25061,23.41,1.53925,0.000283,0,'QSO','BROADLINE'
5793,56337,934,'v5_10_0',Decimal('6522595002622648320'),150.53938,34.404708,14.14,1.91471,0.000285,0,'QSO','BROADLINE'
5793,56337,994,'v5_10_0',Decimal('6522611495297064960'),151.28288,34.240054,26.46,0.161901,2.00E-05,0,'QSO','STARBURST BROADLINE'
5794,56282,988,'v5_10_0',Decimal('6523735745013719040'),149.67173,28.458219,24.76,3.38168,0.000497,0,'QSO','BROADLINE'
5802,56309,36,'v5_10_0',Decimal('6532481260954034176'),145.79642,29.634639,32.89,1.77333,0.00011,0,'QSO','BROADLINE'
5804,56304,48,'v5_10_0',Decimal('6534736359218716672'),140.27293,29.003334,49.01,0.808381,4.70E-05,0,'QSO','BROADLINE'
5807,56329,778,'v5_10_0',Decimal('6538314720230744064'),143.03661,31.724456,36.96,2.08291,0.000367,0,'QSO','BROADLINE'
6467,56270,466,'v5_10_0',Decimal('7281322895850053632'),149.20783,25.254456,36.47,0.70752,6.70E-05,0,'QSO','BROADLINE'
6467,56270,596,'v5_10_0',Decimal('7281358629977956352'),149.05993,25.903396,45.22,1.07301,0.000165,0,'QSO','BROADLINE'
6467,56270,817,'v5_10_0',Decimal('7281419377995390976'),150.56075,26.364332,11.73,0.238424,5.20E-05,0,'QSO','STARBURST BROADLINE'
6471,56309,389,'v5_10_0',Decimal('7285805330532900864'),150.23554,27.499633,7,1.58818,0.000205,0,'QSO','BROADLINE'
6471,56309,694,'v5_10_0',Decimal('7285889168294518784'),150.46393,28.000626,44.81,1.13203,0.000164,0,'QSO','BROADLINE'
6471,56309,794,'v5_10_0',Decimal('7285916656085213184'),151.07484,28.412264,37.33,0.328351,2.90E-05,0,'QSO','BROADLINE'
6663,56338,218,'v5_10_0',Decimal('7501931109011136512'),151.25977,46.990925,39.14,0.953981,0.000239,0,'QSO','BROADLINE'
6663,56338,750,'v5_10_0',Decimal('7502077344057630720'),150.72559,48.017698,13.49,0.520308,3.30E-05,0,'QSO','BROADLINE'
6663,56338,756,'v5_10_0',Decimal('7502078993325072384'),150.73425,47.84103,15.3,0.390515,3.20E-05,0,'QSO','STARBURST BROADLINE'
7081,56684,376,'v5_10_0',Decimal('7972600706585567232'),150.00474,61.047103,37.06,1.26676,0.000215,0,'QSO','BROADLINE'
7085,56625,312,'v5_10_0',Decimal('7977086713037037568'),150.3911,57.144206,46.66,1.36793,0.00014,0,'QSO','BROADLINE'
7085,56625,316,'v5_10_0',Decimal('7977087812548665344'),150.30497,57.450391,4.15,1.25094,0.000674,0,'QSO',''
7085,56625,419,'v5_10_0',Decimal('7977116124973080576'),149.44481,56.966866,37.93,1.56835,0.000158,0,'QSO','BROADLINE'
7282,56660,707,'v5_10_0',Decimal('8198997572045479936'),149.88197,50.746961,55.06,0.143487,2.90E-05,0,'QSO','BROADLINE'
7282,56660,754,'v5_10_0',Decimal('8199010491307106304'),150.36813,50.466224,37.03,1.84556,0.000119,0,'QSO','BROADLINE'
7284,56683,383,'v5_10_0',Decimal('8201160311803191296'),148.91595,45.538055,49.23,0.259302,2.20E-05,0,'QSO','BROADLINE'
7288,57039,17,'v5_10_0',Decimal('8205563312089309184'),138.0104,53.576677,21.83,2.3738,0.000297,0,'QSO','BROADLINE'
7291,56992,202,'v5_10_0',Decimal('8208991863434092544'),144.30135,50.147821,43.88,0.275505,8.80E-05,0,'QSO','STARFORMING BROADLINE'
7291,56992,770,'v5_10_0',Decimal('8209147994085236736'),144.051,51.802855,35.11,0.246577,2.30E-05,0,'QSO','BROADLINE'
7292,56709,978,'v5_10_0',Decimal('8210331063848771584'),148.26285,50.507104,25.01,0.409251,2.50E-05,0,'QSO','STARBURST BROADLINE'
7294,56739,957,'v5_10_0',Decimal('8212577091729727488'),135.40833,53.347562,27.43,0.161498,1.70E-05,0,'QSO','BROADLINE'
7298,56661,371,'v5_10_0',Decimal('8216919611595005952'),144.04486,47.924386,23.64,0.366722,2.30E-05,0,'QSO','STARBURST BROADLINE'
7299,56686,377,'v5_10_0',Decimal('8218047161188720640'),146.76882,47.361928,30.25,0.53939,7.10E-05,0,'QSO','STARFORMING BROADLINE'
7299,56686,684,'v5_10_0',Decimal('8218131548706152448'),147.50308,48.524817,49.89,0.589216,3.40E-05,0,'QSO','BROADLINE'
7304,56745,47,'v5_10_0',Decimal('8223585952003497984'),137.19748,49.668351,50.57,0.419547,1.80E-05,0,'QSO','AGN BROADLINE'
7315,56685,219,'v5_10_0',Decimal('8236018128972128256'),141.47683,45.595672,50,0.329611,1.80E-05,0,'QSO','BROADLINE'
7316,56710,720,'v5_10_0',Decimal('8237281743129780224'),144.46504,46.89738,24.59,5.20815,0.000188,0,'QSO','BROADLINE'
7316,56710,846,'v5_10_0',Decimal('8237316377746055168'),145.14064,46.387515,37.93,0.696624,8.50E-05,0,'QSO','BROADLINE'
7445,56720,719,'v5_10_0',Decimal('8382522556402343936'),141.2657,58.499745,26.47,1.03835,0.000133,0,'QSO','BROADLINE'
7446,56722,523,'v5_10_0',Decimal('8383594580272979968'),139.04305,62.22408,38.92,2.80738,0.000183,0,'QSO','BROADLINE'
7446,56722,644,'v5_10_0',Decimal('8383627840499720192'),140.40096,62.264496,18.72,1.44705,0.000389,0,'QSO','BROADLINE'
7448,56739,768,'v5_10_0',Decimal('8385913725459079168'),144.05102,51.802853,25.86,0.246497,2.40E-05,0,'QSO','BROADLINE'
7517,56772,6,'v5_10_0',Decimal('8463391362619777024'),140.79114,45.512909,25.9,0.29245,2.70E-05,0,'QSO','STARBURST BROADLINE'
8287,57401,522,'v5_10_0',Decimal('9330476138441449472'),149.33901,44.111929,32.62,1.48051,0.000877,0,'QSO','BROADLINE'
8297,57416,876,'v5_10_0',Decimal('9341832444540592128'),138.25424,42.39576,32.48,2.3026,0.000188,0,'QSO','BROADLINE'
8299,57346,79,'v5_10_0',Decimal('9343865165488037888'),144.73757,41.472569,56.85,1.95425,0.000414,0,'QSO','BROADLINE'
489,51930,349,'26',Decimal('550661019215620096'),156.19301,65.48065,30.35,1.31137,0.000282,0,'QSO','BROADLINE'
560,52296,442,'26',Decimal('630625482387253248'),158.46425,60.852043,9.8,1.40871,0.00069,0,'QSO','BROADLINE'
560,52296,525,'26',Decimal('630648297253529600'),158.59044,60.888367,28.95,0.227551,2.50E-05,0,'QSO','STARBURST BROADLINE'
578,52339,527,'26',Decimal('650915046053931008'),161.12608,5.315922,31.22,0.903362,0.000234,0,'QSO','BROADLINE'
578,52339,620,'26',Decimal('650940609699276800'),161.73629,5.697316,26.12,1.23167,0.000181,0,'QSO','BROADLINE'
771,52370,476,'26',Decimal('868199709821396992'),152.76137,61.660588,19.38,0.232922,3.00E-05,0,'QSO','BROADLINE'
772,52375,302,'26',Decimal('869277781056317440'),154.14754,61.828051,19.5,0.962485,0.000209,0,'QSO','BROADLINE'
873,52347,333,'26',Decimal('983002192392775680'),153.28535,48.701062,18.64,0.448573,6.30E-05,0,'QSO','BROADLINE'
873,52674,357,'26',Decimal('983008794948691968'),153.28535,48.701062,14.39,0.448517,7.20E-05,0,'QSO','BROADLINE'
875,52354,301,'26',Decimal('985245196230879232'),157.79803,49.324045,24.24,1.20511,0.000229,0,'QSO','BROADLINE'
875,52354,440,'26',Decimal('985283404259944448'),158.86447,49.974372,35.98,1.42368,0.000243,0,'QSO','BROADLINE'
903,52385,77,'26',Decimal('1016708821491410944'),152.47825,52.348025,26.07,1.0773,0.000188,0,'QSO','BROADLINE'
903,52400,78,'26',Decimal('1016709096620976128'),152.47825,52.348025,26.52,1.07729,0.000211,0,'QSO','BROADLINE'
905,52643,404,'26',Decimal('1019050510709188608'),157.60396,55.272987,36.98,0.434619,3.30E-05,0,'QSO','BROADLINE'
943,52376,485,'26',Decimal('1061856967800154112'),152.07582,45.744005,16.3,0.330992,3.70E-05,0,'QSO','STARBURST BROADLINE'
943,52376,605,'26',Decimal('1061889953148987392'),153.50779,46.331598,33.86,0.321395,4.60E-05,0,'QSO','AGN BROADLINE'
948,52428,386,'26',Decimal('1067459255293995008'),159.35309,58.086956,26.19,1.51897,0.000238,0,'QSO','BROADLINE'
961,52615,505,'26',Decimal('1082128667691214848'),157.4613,47.186142,24,0.521141,8.90E-05,0,'QSO','BROADLINE'
962,52620,218,'26',Decimal('1083175677722650624'),159.52259,46.465494,31.18,1.21422,0.000171,0,'QSO','BROADLINE'
1007,52706,68,'26',Decimal('1133799943287367680'),154.71858,49.966772,15.71,0.154665,3.10E-05,0,'QSO','STARBURST BROADLINE'
1008,52707,521,'26',Decimal('1135050362902833152'),155.95584,52.364234,30.87,0.953534,0.00027,0,'QSO','BROADLINE'
1009,52644,507,'26',Decimal('1136172413462013952'),158.98054,52.361765,12.13,0.232244,2.40E-05,0,'QSO','STARBURST BROADLINE'
1010,52649,357,'26',Decimal('1137257081766701056'),159.47769,52.859404,14.5,0.30067,2.40E-05,0,'QSO','BROADLINE'
1359,53002,253,'26',Decimal('1530167567874811904'),155.88962,39.886864,20.97,1.33152,0.000171,0,'QSO','BROADLINE'
1426,52993,133,'26',Decimal('1605569876133439488'),151.70753,36.867495,28.5,1.00563,0.000117,0,'QSO','BROADLINE'
1431,52992,572,'26',Decimal('1611320047052023808'),160.04662,45.357234,28.18,0.546409,7.80E-05,0,'QSO','BROADLINE'
1432,53003,99,'26',Decimal('1612315929893431296'),159.88075,38.685948,32.82,1.24907,0.000161,0,'QSO','BROADLINE'
1597,52999,66,'26',Decimal('1798080343484426240'),154.76303,10.281961,30.36,1.18227,0.000164,0,'QSO','BROADLINE'
1747,53075,513,'26',Decimal('1967088201210292224'),157.5213,13.425308,40.21,1.87928,0.000231,0,'QSO','BROADLINE'
1957,53415,76,'26',Decimal('2203407065706162176'),156.81158,35.721506,36.28,3.11245,0.000491,0,'QSO','BROADLINE'
1998,53433,266,'26',Decimal('2249621188991019008'),159.62828,37.48975,39.28,1.51504,0.00019,0,'QSO','BROADLINE'
2147,53491,193,'26',Decimal('2417360209996441600'),161.24131,8.53731,23.73,0.790651,0.000102,0,'QSO','BROADLINE'
2346,53734,39,'26',Decimal('2641371964337317888'),155.81063,24.128512,27.68,0.188358,2.30E-05,0,'QSO','STARBURST BROADLINE'
2346,53734,143,'26',Decimal('2641400551639640064'),155.05909,23.677978,16.69,0.232666,2.30E-05,0,'QSO','STARBURST BROADLINE'
2349,53734,202,'26',Decimal('2644794469156677632'),156.22348,23.542784,30.24,0.164578,3.60E-05,0,'GALAXY',''
2349,53734,463,'26',Decimal('2644866212290390016'),156.42412,24.906738,6.81,2.38225,0.000238,0,'QSO','BROADLINE'
2350,53765,74,'26',Decimal('2645885185211525120'),155.91044,26.486419,22.21,1.36899,0.000289,0,'QSO','BROADLINE'
2350,53765,219,'26',Decimal('2645925042508032000'),154.5466,25.65477,11.17,1.8301,0.000455,0,'QSO','BROADLINE'
2350,53765,458,'26',Decimal('2645990738327791616'),154.98583,27.733823,46.53,1.9273,0.000141,0,'QSO','BROADLINE'
2351,53772,390,'26',Decimal('2647097946654402560'),154.45459,29.608128,30.41,1.56276,0.000168,0,'QSO','BROADLINE'
2351,53786,387,'26',Decimal('2647097122255562752'),154.45459,29.608128,22.85,1.56196,0.000238,0,'QSO','BROADLINE'
2352,53770,350,'26',Decimal('2648212851411412992'),157.63431,25.518193,26.23,0.868582,0.000175,0,'QSO','BROADLINE'
2353,53794,54,'26',Decimal('2649257387860453376'),157.68845,25.922824,33.22,0.691623,7.40E-05,0,'QSO','BROADLINE'
2354,53799,480,'26',Decimal('2650500385839540224'),157.61657,30.020614,7.23,0.497175,4.70E-05,0,'QSO','BROADLINE'
2355,53792,539,'26',Decimal('2651642503425452032'),162.06166,26.401963,2.17,4.98421,0.000849,0,'QSO',''
2356,53786,269,'26',Decimal('2652694186196756480'),158.83941,27.249438,23.83,0.304143,3.20E-05,0,'QSO','STARBURST BROADLINE'
2358,53797,185,'26',Decimal('2654922896450807808'),161.55712,27.654119,26.59,1.13744,0.000177,0,'QSO','BROADLINE'
2364,53737,636,'26',Decimal('2661802264821262336'),152.98419,21.447799,40.02,1.65867,0.000174,0,'QSO','BROADLINE'
2366,53741,465,'26',Decimal('2664007060579969024'),155.87703,22.577026,19.21,0.133081,2.00E-05,0,'QSO','BROADLINE'
2366,53741,567,'26',Decimal('2664035098126477312'),156.88755,23.193129,29.24,1.3535,0.000221,0,'QSO','BROADLINE'
2367,53763,174,'26',Decimal('2665052971384989696'),158.12512,22.337755,28.29,1.12213,0.000294,0,'QSO','BROADLINE'
2367,53763,253,'26',Decimal('2665074686739638272'),157.61016,21.787494,31.78,1.29595,0.000142,0,'QSO','BROADLINE'
2376,53770,609,'26',Decimal('2675305642553534464'),160.01069,21.15005,31.93,0.891681,0.000179,0,'QSO','BROADLINE'
2477,54058,228,'26',Decimal('2788916809493932032'),159.92623,23.017464,26.43,0.165755,1.50E-05,0,'QSO','BROADLINE'
2478,54097,411,'26',Decimal('2790093012712056832'),161.00473,21.46777,23.48,1.49504,0.000298,0,'QSO','BROADLINE'
2479,54174,316,'26',Decimal('2791192800509585408'),160.46389,17.767609,29.16,1.41179,0.000219,0,'QSO','BROADLINE'
2593,54175,257,'26',Decimal('2919529172109912064'),158.63961,16.964003,3.27,0.299912,3.60E-05,0,'QSO','AGN BROADLINE'
3176,54832,1,'104',Decimal('3575858460077694976'),159.47772,52.859388,13.83,0.300628,2.40E-05,0,'QSO','BROADLINE'
3250,54883,155,'104',Decimal('3659217385237356544'),159.92621,23.01746,34.13,0.165819,1.80E-05,0,'QSO','STARBURST BROADLINE'
3770,55234,534,'v5_10_0',Decimal('4244789521411973120'),155.01191,-1.871879,53.09,1.13272,0.000121,0,'QSO','BROADLINE'
3770,55234,723,'v5_10_0',Decimal('4244841473336385536'),156.05098,-1.56346,45.19,0.745368,8.10E-05,0,'QSO','BROADLINE'
3830,55574,154,'v5_10_0',Decimal('4312239067922145280'),153.35855,-0.026792,18.13,0.255166,1.40E-05,0,'QSO','STARBURST BROADLINE'
4558,55569,434,'v5_10_0',Decimal('5131971165833633792'),155.88961,39.886861,4,1.3329,0.000775,0,'QSO','BROADLINE'
4564,55570,112,'v5_10_0',Decimal('5138638054605430784'),156.81157,35.721502,46.75,3.1166,0.000747,0,'QSO','BROADLINE'
4633,55620,182,'v5_10_0',Decimal('5216344390469918720'),159.88075,38.685945,42.68,1.25067,0.000102,0,'QSO','BROADLINE'
4634,55626,451,'v5_10_0',Decimal('5217544232634392576'),159.62827,37.489743,60.09,1.51505,7.80E-05,0,'QSO','BROADLINE'
4635,55615,704,'v5_10_0',Decimal('5218739676467142656'),161.24836,36.934775,41.62,2.8663,0.000481,0,'QSO','BROADLINE'
4637,55616,898,'v5_10_0',Decimal('5221044802611552256'),151.70754,36.8675,37.78,1.00595,8.00E-05,0,'QSO','BROADLINE'
4690,55653,791,'v5_10_0',Decimal('5280688086358925312'),161.79684,44.946666,12.17,0.696549,6.50E-05,0,'QSO','BROADLINE'
4733,55649,728,'v5_10_0',Decimal('5329084464977911808'),161.54796,2.731026,1.68,2.76106,0.000712,0,'QSO','BROADLINE'
4773,55648,908,'v5_10_0',Decimal('5374169939258089472'),161.12607,5.315915,36.86,0.905231,0.000129,0,'QSO','BROADLINE'
4801,55653,170,'v5_10_0',Decimal('5405492276838244352'),153.60681,3.242933,27.15,0.311845,2.50E-05,0,'QSO','BROADLINE'
4853,55928,290,'v5_10_0',Decimal('5464072061956628480'),161.7363,5.697312,32.41,1.23305,0.000133,0,'QSO','BROADLINE'
4875,55677,328,'v5_10_0',Decimal('5488852301056548864'),151.79922,5.535825,58.78,2.88004,0.000215,0,'QSO','BROADLINE'
5336,55957,200,'v5_10_0',Decimal('6007856978436530176'),154.76304,10.281954,36.34,1.18288,0.000117,0,'QSO','BROADLINE'
5336,55957,624,'v5_10_0',Decimal('6007973526669074432'),153.80003,11.038728,4.79,0.820562,8.90E-05,0,'QSO','BROADLINE'
5342,56003,36,'v5_10_0',Decimal('6014567298672599040'),158.6396,16.964001,4.4,0.29953,3.30E-05,0,'QSO','AGN BROADLINE'
5342,56003,270,'v5_10_0',Decimal('6014631620102823936'),157.47264,16.62758,26.75,0.441156,3.10E-05,0,'QSO','STARBURST BROADLINE'
5343,55999,716,'v5_10_0',Decimal('6015880115489054720'),157.52128,13.425309,41.33,1.88042,0.000195,0,'QSO','BROADLINE'
5349,55929,118,'v5_10_0',Decimal('6022471136767352832'),161.2413,8.537307,25.05,0.790417,8.70E-05,0,'QSO','BROADLINE'
5874,56039,770,'v5_10_0',Decimal('6613747810100551680'),160.01068,21.150035,41.71,0.894269,5.20E-05,0,'QSO','BROADLINE'
5874,56039,970,'v5_10_0',Decimal('6613802785681940480'),161.00472,21.467775,30.83,1.49165,0.000364,0,'QSO','BROADLINE'
5884,56046,668,'v5_10_0',Decimal('6624978771739910144'),155.72991,19.931807,4.74,0.370478,4.90E-05,0,'QSO','AGN BROADLINE'
5886,56034,382,'v5_10_0',Decimal('6627151956270882816'),160.46388,17.767614,29.67,1.41343,0.000166,0,'QSO','BROADLINE'
5893,56034,896,'v5_10_0',Decimal('6635174542862950400'),152.98418,21.447791,36.33,1.65779,0.000158,0,'QSO','BROADLINE'
6417,56308,407,'v5_10_0',Decimal('7225011683348946944'),161.33347,23.65827,17.26,1.10802,0.000622,0,'QSO','BROADLINE'
6417,56308,509,'v5_10_0',Decimal('7225039720895455232'),160.67126,24.851959,2.2,1.02637,0.000158,0,'QSO','BROADLINE'
6424,56272,238,'v5_10_0',Decimal('7232846527726592000'),155.87701,22.577023,25.94,0.133057,1.30E-05,0,'QSO','STARBURST BROADLINE'
6424,56272,640,'v5_10_0',Decimal('7232957028645183488'),155.05908,23.677979,25.98,0.232709,1.70E-05,0,'QSO','STARBURST BROADLINE'
6424,56272,880,'v5_10_0',Decimal('7233022999342850048'),156.22348,23.542784,45.94,0.164629,2.50E-05,0,'GALAXY',''
6425,56298,288,'v5_10_0',Decimal('7233986171964989440'),158.12512,22.337753,81.01,1.12262,0.000147,0,'QSO','BROADLINE'
6425,56298,408,'v5_10_0',Decimal('7234019157313822720'),157.61016,21.787498,67.79,1.2967,6.20E-05,0,'QSO','BROADLINE'
6425,56298,508,'v5_10_0',Decimal('7234046645104517120'),156.88754,23.193129,47.87,1.35467,0.000106,0,'QSO','BROADLINE'
6426,56334,568,'v5_10_0',Decimal('7235189038289756160'),159.92621,23.01746,29.44,0.165866,3.20E-05,0,'QSO','STARBURST BROADLINE'
6439,56358,49,'v5_10_0',Decimal('7249683075847659520'),160.78767,24.143175,31.89,1.82622,0.000912,0,'QSO','BROADLINE'
6450,56331,34,'v5_10_0',Decimal('7262063851201339392'),158.36669,33.500871,17,0.433577,3.20E-05,0,'QSO','STARBURST BROADLINE'
6452,56366,926,'v5_10_0',Decimal('7264560842695221248'),160.74245,29.838776,21.62,0.434105,4.50E-05,0,'QSO','BROADLINE'
6453,56365,64,'v5_10_0',Decimal('7265449797829500928'),162.06166,26.40197,4.01,4.98598,0.000496,0,'QSO',''
6453,56365,846,'v5_10_0',Decimal('7265664752352731136'),161.55712,27.65412,32.81,1.13824,0.000109,0,'QSO','BROADLINE'
6455,56370,713,'v5_10_0',Decimal('7267879993488678912'),155.41292,32.360447,17.05,1.04439,0.000112,0,'QSO','BROADLINE'
6456,56339,806,'v5_10_0',Decimal('7269031456520773632'),157.61656,30.020595,10.71,0.497301,2.80E-05,0,'QSO','BROADLINE'
6457,56330,815,'v5_10_0',Decimal('7270159830177783808'),158.83942,27.249432,29.56,0.304039,1.70E-05,0,'QSO','BROADLINE'
6462,56326,692,'v5_10_0',Decimal('7275755519662333952'),154.45458,29.608123,31.76,1.56059,0.000171,0,'QSO','BROADLINE'
6463,56340,296,'v5_10_0',Decimal('7276772568152907776'),155.91043,26.486406,22.17,1.37044,0.000202,0,'QSO','BROADLINE'
6463,56340,566,'v5_10_0',Decimal('7276846785187782656'),154.98582,27.733816,47.49,1.92702,0.000129,0,'QSO','BROADLINE'
6464,56309,394,'v5_10_0',Decimal('7277925405574537216'),156.44493,24.848771,11.71,0.476298,6.80E-05,0,'QSO','BROADLINE'
6464,56309,450,'v5_10_0',Decimal('7277940798737326080'),155.81062,24.128508,34.26,0.188568,3.70E-05,0,'QSO','STARBURST BROADLINE'
6464,56309,524,'v5_10_0',Decimal('7277961139702439936'),156.42412,24.906727,8.5,2.38242,0.000186,0,'QSO','BROADLINE'
6464,56309,878,'v5_10_0',Decimal('7278058446481498112'),157.68845,25.922815,38.52,0.691231,3.70E-05,0,'QSO','BROADLINE'
6464,56309,883,'v5_10_0',Decimal('7278059820871032832'),157.6343,25.518187,30.19,0.870138,0.000154,0,'QSO','BROADLINE'
6466,56310,750,'v5_10_0',Decimal('7280275061939871744'),152.38843,25.98366,7.49,0.374055,2.50E-05,0,'GALAXY',''
6468,56311,110,'v5_10_0',Decimal('7282350939909890048'),151.47785,31.374283,38.71,2.04411,0.000183,0,'QSO','BROADLINE'
6469,56328,160,'v5_10_0',Decimal('7283490583997292544'),152.98166,29.694882,45.17,2.60732,0.000138,0,'QSO','BROADLINE'
6469,56328,562,'v5_10_0',Decimal('7283601084915884032'),151.42704,30.182483,3.91,6.94365,0.001493,0,'QSO',''
6656,56624,589,'v5_10_0',Decimal('7494151794164998144'),157.79802,49.324032,29.63,1.20553,0.00017,0,'QSO','BROADLINE'
6657,56366,650,'v5_10_0',Decimal('7495294457295642624'),159.52263,46.465503,33.92,1.21506,0.00011,0,'QSO','BROADLINE'
6660,56370,978,'v5_10_0',Decimal('7498762317036756992'),152.58276,51.369439,7.27,0.369739,6.30E-05,0,'QSO','STARBURST BROADLINE'
6662,56364,270,'v5_10_0',Decimal('7500819503191662592'),153.50779,46.331592,34.63,0.321946,9.60E-05,0,'QSO','STARBURST BROADLINE'
6662,56364,902,'v5_10_0',Decimal('7500993226028851200'),154.82144,47.695988,10.88,1.12025,0.000368,0,'QSO','BROADLINE'
6668,56605,250,'v5_10_0',Decimal('7507569409117888512'),154.71859,49.96691,17.66,0.154729,1.90E-05,0,'QSO','STARBURST BROADLINE'
6694,56386,117,'v5_10_0',Decimal('7536806244259962880'),158.86444,49.974379,43.29,1.42253,0.000166,0,'QSO','BROADLINE'
6695,56628,198,'v5_10_0',Decimal('7537954413337354240'),158.13616,52.009341,1.74,0.737841,0.000127,0,'QSO','BROADLINE'
6695,56628,498,'v5_10_0',Decimal('7538036876709437440'),155.95577,52.364232,44.85,0.956252,0.000162,0,'QSO','BROADLINE'
6695,56628,948,'v5_10_0',Decimal('7538160571767562240'),159.47771,52.859424,9.58,0.300611,2.40E-05,0,'QSO','BROADLINE'
6696,56398,914,'v5_10_0',Decimal('7539277121966809088'),157.59338,55.741188,10.91,0.512747,7.60E-05,0,'QSO','BROADLINE'
6696,56398,931,'v5_10_0',Decimal('7539281794891227136'),157.60397,55.272972,52.05,0.434689,1.70E-05,0,'QSO','BROADLINE'
6703,56636,498,'v5_10_0',Decimal('7547044076098396160'),158.98057,52.361812,10.55,0.232457,3.00E-05,0,'QSO','BROADLINE'
7081,56684,144,'v5_10_0',Decimal('7972536934911156224'),152.76151,61.660557,27.22,0.232962,1.10E-05,0,'QSO','BROADLINE'
7081,56684,974,'v5_10_0',Decimal('7972765083573919744'),154.14749,61.828052,28.25,0.963551,0.000112,0,'QSO','BROADLINE'
7083,56722,390,'v5_10_0',Decimal('7974856355327483904'),157.27961,65.173578,40.13,2.16206,0.000234,0,'QSO','BROADLINE'
7083,56722,526,'v5_10_0',Decimal('7974893738722828288'),155.48474,65.762813,23.06,0.731824,0.000162,0,'QSO','BROADLINE'
