plate,mjd,fiberid,run2d,specobj_id,ra,dec,sn_median_r,z,zerr,zwarning,class,subclass
2658,54502,475,'26',Decimal('2992772594924546048'),185.99707,25.328642,24.83,1.29332,0.000146,0,'QSO','BROADLINE'
2660,54504,226,'26',Decimal('2994955950172956672'),190.03801,24.425348,42.46,0.828242,0.000146,0,'QSO','BROADLINE'
2880,54509,242,'26',Decimal('3242658327808731136'),185.59396,4.221045,22.28,0.964209,0.00019,0,'QSO','BROADLINE'
3367,54998,418,'104',Decimal('3791019969156849664'),193.85166,48.011398,37.79,1.08234,0.000153,0,'QSO','BROADLINE'
3779,55222,152,'v5_10_0',Decimal('4254817617011777536'),193.39489,-1.977161,50.4,1.6982,0.000169,0,'QSO','BROADLINE'
3792,55212,849,'v5_10_0',Decimal('4269645905534099456'),187.39657,-1.609794,25.42,2.16635,0.000123,0,'QSO','BROADLINE'
3794,55241,962,'v5_10_0',Decimal('4271928767037808640'),194.80332,-0.887127,40.42,1.33071,0.000133,0,'QSO','BROADLINE'
3966,55571,446,'v5_10_0',Decimal('4465441719551238144'),185.70775,33.797346,34.17,0.943862,0.000114,0,'QSO','BROADLINE'
3967,55704,872,'v5_10_0',Decimal('4466684719677808640'),187.54934,40.245267,35.76,2.04696,0.000216,0,'QSO','BROADLINE'
3971,55322,210,'v5_10_0',Decimal('4471006343721885696'),191.29691,33.936146,41.93,0.711311,0.000104,0,'QSO','BROADLINE'
3972,55589,254,'v5_10_0',Decimal('4472144342736150528'),192.21603,37.507881,48.43,1.25497,0.000138,0,'QSO','BROADLINE'
3972,55589,697,'v5_10_0',Decimal('4472266113648926720'),191.74855,38.987617,5.41,5.4582,0.000994,0,'QSO','BROADLINE'
3976,55302,634,'v5_10_0',Decimal('4476752391153098752'),193.94841,40.208556,28.14,1.08581,0.000109,0,'QSO','BROADLINE'
4051,55337,348,'v5_10_0',Decimal('4561116269672112128'),195.4741,-1.236374,35.87,1.71772,0.000132,0,'QSO','BROADLINE'
4702,55618,746,'v5_10_0',Decimal('5294186515148021760'),189.97184,43.012822,32.69,1.39829,0.000154,0,'QSO','BROADLINE'
4703,55617,632,'v5_10_0',Decimal('5295281078956695552'),192.15043,42.716497,1.38,0.282204,0.00011,0,'QSO','BROADLINE'
4705,55705,32,'v5_10_0',Decimal('5297367953502609408'),189.24809,42.611552,27.32,1.06804,0.000367,0,'QSO','BROADLINE'
4751,55646,776,'v5_10_0',Decimal('5349363857390280704'),185.59396,4.221044,33.21,0.966342,8.70E-05,0,'QSO','BROADLINE'
4755,55660,178,'v5_10_0',Decimal('5353703080264179712'),191.27392,3.146291,21.87,1.09598,0.00037,0,'QSO','BROADLINE'
4755,55660,325,'v5_10_0',Decimal('5353743487316500480'),190.62934,2.551961,3.35,0.785432,9.90E-05,0,'QSO','BROADLINE'
4757,55653,662,'v5_10_0',Decimal('5356087920867385344'),193.06911,5.460496,42.62,1.90021,0.000169,0,'QSO','BROADLINE'
4834,55685,616,'v5_10_0',Decimal('5442769569847418880'),188.45104,6.015561,38.99,0.978531,8.60E-05,0,'QSO','BROADLINE'
5396,55947,1000,'v5_10_0',Decimal('6075630875004870656'),186.04423,10.17531,30.42,1.91171,0.000126,0,'QSO','BROADLINE'
5397,55944,990,'v5_10_0',Decimal('6076754026082312192'),187.07859,8.338195,42.12,1.47214,0.000118,0,'QSO','BROADLINE'
5400,56308,294,'v5_10_0',Decimal('6079940416886513664'),186.67122,12.786945,10.92,0.193854,2.10E-05,0,'QSO','AGN BROADLINE'
5401,55949,770,'v5_10_0',Decimal('6081197152654041088'),187.11162,10.092304,11.85,5.86356,0.000589,0,'QSO',''
5403,55979,524,'v5_10_0',Decimal('6083381333005934592'),186.56238,12.15706,27.33,0.86995,4.10E-05,0,'QSO','BROADLINE'
5403,55979,706,'v5_10_0',Decimal('6083431360784998400'),187.81837,12.006616,45.33,1.4117,0.000173,0,'QSO','BROADLINE'
5403,55979,930,'v5_10_0',Decimal('6083492933436153856'),188.86565,12.227464,36.77,0.727517,6.00E-05,0,'QSO','BROADLINE'
5404,56013,272,'v5_10_0',Decimal('6084437964250652672'),188.24612,15.474087,30.27,1.52439,0.000253,0,'QSO','BROADLINE'
5405,56010,378,'v5_10_0',Decimal('6085593001165299712'),188.74232,13.14862,25.55,2.39393,0.000382,0,'QSO','BROADLINE'
5408,56038,954,'v5_10_0',Decimal('6089129031029989376'),191.64943,16.782353,29.67,1.59197,0.000124,0,'QSO','BROADLINE'
5413,55976,426,'v5_10_0',Decimal('6094613393989148672'),192.02092,7.564534,7.84,0.768761,0.000281,0,'QSO','BROADLINE'
5413,55976,772,'v5_10_0',Decimal('6094708501744951296'),192.92012,8.121784,38.27,1.59916,0.000171,0,'QSO','BROADLINE'
5417,55978,340,'v5_10_0',Decimal('6099093354150076416'),194.81308,7.496617,12.07,0.380301,0.000249,0,'QSO','BROADLINE'
5419,55983,580,'v5_10_0',Decimal('6101411124745314304'),194.68495,12.040159,30.75,0.957571,0.000125,0,'QSO','BROADLINE'
5419,55983,652,'v5_10_0',Decimal('6101430915954614272'),195.0145,12.257828,5.97,0.733192,3.30E-05,0,'GALAXY','BROADLINE'
5850,56042,68,'v5_10_0',Decimal('6586533248095985664'),187.02031,19.321961,32.18,1.13271,0.000136,0,'QSO','BROADLINE'
5853,56045,150,'v5_10_0',Decimal('6589933487855214592'),189.03798,19.209697,42.92,0.854176,5.40E-05,0,'QSO','BROADLINE'
5854,56035,238,'v5_10_0',Decimal('6591083576850096128'),189.95532,17.607767,34.75,0.912382,0.000152,0,'QSO','BROADLINE'
5854,56035,732,'v5_10_0',Decimal('6591219366536126464'),189.58415,17.844217,43.94,0.452759,2.80E-05,0,'QSO','BROADLINE'
5855,56088,818,'v5_10_0',Decimal('6592368906832158720'),191.30362,19.790975,39.08,2.14847,0.003273,0,'QSO','BROADLINE'
5856,56090,218,'v5_10_0',Decimal('6593329880028389376'),192.26062,17.248569,36.64,0.83915,5.90E-05,0,'QSO','BROADLINE'
5857,56092,672,'v5_10_0',Decimal('6594580574538539008'),193.2338,21.057744,3.06,0.474232,4.10E-05,0,'QSO','AGN BROADLINE'
5980,56338,488,'v5_10_0',Decimal('6733015689672499200'),185.99705,25.328642,24.06,1.29393,0.000163,0,'QSO','BROADLINE'
5981,56340,20,'v5_10_0',Decimal('6734012946752446464'),189.98008,27.802689,38.26,1.82448,0.000105,0,'QSO','BROADLINE'
5981,56340,705,'v5_10_0',Decimal('6734201238118703104'),188.48136,29.1303,46.6,2.0175,0.000186,0,'QSO','BROADLINE'
5982,56074,552,'v5_10_0',Decimal('6735285077243043840'),186.00347,22.604199,10.64,0.414224,4.80E-05,0,'QSO','BROADLINE'
5982,56074,634,'v5_10_0',Decimal('6735307617231413248'),186.36416,22.586942,56.26,2.04472,0.000182,0,'QSO','BROADLINE'
5984,56337,242,'v5_10_0',Decimal('6737451669317984256'),190.038,24.425335,46.46,0.829306,9.00E-05,0,'QSO','BROADLINE'
5988,56072,378,'v5_10_0',Decimal('6741992647894736896'),191.61324,21.184649,37.7,0.774799,4.00E-05,0,'QSO','BROADLINE'
5988,56072,596,'v5_10_0',Decimal('6742052571278450688'),191.49072,22.534811,42.58,1.4786,0.000338,0,'QSO','BROADLINE'
6474,56362,140,'v5_10_0',Decimal('7289114586543792128'),187.50415,29.065947,40.72,1.56365,0.000216,0,'QSO','BROADLINE'
6474,56362,625,'v5_10_0',Decimal('7289247902328659968'),186.35788,30.98897,31.91,0.780459,8.80E-05,0,'QSO','BROADLINE'
6479,56364,418,'v5_10_0',Decimal('7294820502169690112'),187.10404,31.477126,49.98,2.2013,0.000424,0,'QSO','BROADLINE'
6480,56340,170,'v5_10_0',Decimal('7295878231952957440'),193.72112,27.335517,9.51,0.287492,2.40E-05,0,'QSO','BROADLINE'
6480,56340,708,'v5_10_0',Decimal('7296026116266893312'),193.10413,29.222549,46.67,0.823144,6.20E-05,0,'QSO','BROADLINE'
6483,56341,266,'v5_10_0',Decimal('7299282319969329152'),195.80428,28.185498,42.56,1.31271,0.000162,0,'QSO','BROADLINE'
6483,56341,394,'v5_10_0',Decimal('7299317504341417984'),195.2536,28.329092,42.02,1.36086,0.00013,0,'QSO','BROADLINE'
6484,56358,934,'v5_10_0',Decimal('7300591838603223040'),195.65149,30.862981,41.96,0.914013,0.000129,0,'QSO','BROADLINE'
6485,56342,582,'v5_10_0',Decimal('7301620981218385920'),192.40251,33.508381,47.58,5.27174,0.000712,0,'QSO',''
6488,56364,666,'v5_10_0',Decimal('7305021771052195840'),195.29776,34.108264,33.37,0.772668,7.60E-05,0,'QSO','BROADLINE'
6617,56365,748,'v5_10_0',Decimal('7450285399040040960'),190.64507,44.803638,5.93,2.9196,0.000688,0,'QSO',''
6640,56385,224,'v5_10_0',Decimal('7476037061209726976'),185.1919,45.911722,33.22,2.18271,0.000632,0,'QSO','BROADLINE'
6640,56385,813,'v5_10_0',Decimal('7476198964296916992'),185.32502,46.84937,7.78,0.400744,3.00E-05,0,'QSO','BROADLINE'
6665,56390,680,'v5_10_0',Decimal('7504309903290245120'),193.98032,48.859197,7.3,5.99886,0.001449,0,'QSO',''
6666,56371,38,'v5_10_0',Decimal('7505259331262062592'),193.40654,47.277624,23.47,0.903806,0.000127,0,'QSO','BROADLINE'
6666,56371,880,'v5_10_0',Decimal('7505490778459709440'),192.53076,48.250829,22.17,0.207281,2.70E-05,0,'QSO','BROADLINE'
6666,56371,981,'v5_10_0',Decimal('7505518541128310784'),193.85166,48.011398,20.94,1.08384,0.00018,0,'QSO','BROADLINE'
6669,56413,503,'v5_10_0',Decimal('7508764849913962496'),190.14836,50.479714,20.52,0.722437,9.00E-05,0,'QSO','BROADLINE'
6670,56389,254,'v5_10_0',Decimal('7509822304819322880'),188.93738,48.454308,1.84,1.02318,0.00015,0,'QSO','BROADLINE'
6670,56389,322,'v5_10_0',Decimal('7509840996516995072'),188.39613,47.966805,40.58,0.38199,2.50E-05,0,'QSO','BROADLINE'
6673,56419,130,'v5_10_0',Decimal('7513165920182706176'),194.19414,51.316499,16.67,0.782868,0.000121,0,'QSO','BROADLINE'
6673,56419,180,'v5_10_0',Decimal('7513179664078053376'),194.01478,51.461409,14.44,0.708614,6.70E-05,0,'QSO','BROADLINE'
6674,56416,187,'v5_10_0',Decimal('7514307488079912960'),190.04336,51.429298,6.21,5.84805,0.000604,0,'QSO',''
6674,56416,693,'v5_10_0',Decimal('7514446576300826624'),189.06427,51.98832,18.61,3.005,0.000359,0,'QSO',''
6675,56415,926,'v5_10_0',Decimal('7515636522743209984'),187.15025,51.129582,26.83,2.44655,0.000223,0,'QSO','BROADLINE'
6679,56401,494,'v5_10_0',Decimal('7520021374879899648'),191.7017,54.192264,19,0.346418,4.50E-05,0,'QSO','BROADLINE'
6679,56401,817,'v5_10_0',Decimal('7520110160443842560'),194.13376,54.712968,11.68,0.799279,0.000116,0,'QSO','BROADLINE'
6680,56420,151,'v5_10_0',Decimal('7521052991983427584'),190.56722,53.612397,17.76,0.64925,5.40E-05,0,'QSO','BROADLINE'
6680,56420,226,'v5_10_0',Decimal('7521073607826448384'),190.05196,53.57705,10.44,0.292572,2.80E-05,0,'QSO','AGN'
6681,56419,244,'v5_10_0',Decimal('7522204455518838784'),186.27095,51.784323,5.46,1.21456,0.000236,0,'QSO','BROADLINE'
6831,56426,654,'v5_10_0',Decimal('7691202141604519936'),193.35472,57.02103,40.52,1.27925,0.000158,0,'QSO','BROADLINE'
6832,56426,910,'v5_10_0',Decimal('7692398410255540224'),191.30196,57.082579,30.25,0.953523,0.000125,0,'QSO','BROADLINE'
6832,56426,912,'v5_10_0',Decimal('7692398960011354112'),191.29901,56.953592,6.75,1.71351,0.00052,0,'QSO','BROADLINE'
6836,56443,8,'v5_10_0',Decimal('7696654070296059904'),193.17578,57.848065,13.03,0.37786,2.50E-05,0,'QSO','BROADLINE'
6840,56685,672,'v5_10_0',Decimal('7701340192913727488'),190.34779,61.496182,13.18,1.40615,0.000229,0,'QSO','BROADLINE'
6963,56724,362,'v5_10_0',Decimal('7839740669958529024'),192.67418,63.923129,10.89,0.561813,4.40E-05,0,'QSO','BROADLINE'
6970,56444,561,'v5_10_0',Decimal('7847676665312288768'),190.68487,62.783086,40.2,1.29569,0.000111,0,'QSO','BROADLINE'
6970,56444,952,'v5_10_0',Decimal('7847784142573903872'),194.92306,63.544284,8.2,1.99747,0.00025,0,'QSO','BROADLINE'
6973,56741,664,'v5_10_0',Decimal('7851082682440065024'),187.78811,65.389108,12.95,0.868405,6.90E-05,0,'QSO','BROADLINE'
6973,56741,728,'v5_10_0',Decimal('7851100274626109440'),188.42418,64.721504,23.09,0.222482,2.10E-05,0,'QSO','BROADLINE'
6973,56741,824,'v5_10_0',Decimal('7851126662905176064'),189.1727,65.911781,26.57,3.36538,0.000526,0,'QSO','BROADLINE'
7416,56810,331,'v5_10_0',Decimal('8349764807985963008'),192.40999,46.790272,33.81,0.150056,1.80E-05,0,'QSO','BROADLINE'
7416,56810,649,'v5_10_0',Decimal('8349852219160371200'),192.27282,47.973743,40.89,0.616242,7.70E-05,0,'QSO','BROADLINE'
7416,56810,968,'v5_10_0',Decimal('8349939905212686336'),194.43886,48.090481,22.56,0.181593,5.40E-05,0,'QSO','BROADLINE'
7419,56811,620,'v5_10_0',Decimal('8353221947438374912'),188.55554,47.897562,45.97,0.373196,3.10E-05,0,'QSO','BROADLINE'
7420,56753,512,'v5_10_0',Decimal('8354318159558189056'),188.81728,46.385938,37.65,0.544581,6.40E-05,0,'QSO','BROADLINE'
7422,56799,88,'v5_10_0',Decimal('8356453411911081984'),189.35943,45.012944,17.91,0.332855,4.20E-05,0,'QSO','STARBURST BROADLINE'
297,51663,166,'26',Decimal('334437929965348864'),201.729,-0.091725,1.93,3.30611,0.000371,0,'QSO','BROADLINE'
297,51663,269,'26',Decimal('334466242389764096'),200.84912,-0.365359,20.85,1.39029,0.000199,0,'QSO','BROADLINE'
297,51959,164,'26',Decimal('334437385175590912'),201.729,-0.091725,2.96,3.30715,0.000277,0,'QSO','BROADLINE'
297,51959,267,'26',Decimal('334465697600006144'),200.84912,-0.365359,20.64,1.39008,0.00024,0,'QSO','BROADLINE'
496,51973,24,'26',Decimal('558452983965181952'),204.21452,66.453317,20.6,1.24949,0.000279,0,'QSO','BROADLINE'
496,51988,19,'26',Decimal('558451609827305472'),204.21452,66.453317,25.4,1.24977,0.000229,0,'QSO','BROADLINE'
497,51989,390,'26',Decimal('559679489454401536'),204.21452,66.453317,28.91,1.2495,0.000192,0,'QSO','BROADLINE'
524,52027,65,'26',Decimal('589989452256929792'),197.06428,2.236603,38.29,0.770117,5.60E-05,0,'QSO','BROADLINE'
527,52342,185,'26',Decimal('593400142611113984'),202.18093,1.855411,38.07,1.44252,0.000265,0,'QSO','BROADLINE'
528,52022,121,'26',Decimal('594508444963203072'),203.89496,1.301556,22.41,1.57202,0.000233,0,'QSO','BROADLINE'
786,52319,226,'26',Decimal('885019488091662336'),205.32117,60.272173,24.33,1.29781,0.000226,0,'QSO','BROADLINE'
851,52376,32,'26',Decimal('958149656678787072'),200.98722,4.84701,31.41,2.03869,0.00026,0,'QSO','BROADLINE'
853,52374,295,'26',Decimal('960473749348444160'),202.82977,3.949463,15.7,1.737,0.000384,0,'QSO','BROADLINE'
958,52410,157,'26',Decimal('1078655307019741184'),198.77457,59.032674,21.04,1.92835,0.000254,0,'QSO','BROADLINE'
960,52425,318,'26',Decimal('1080951362428102656'),202.1128,58.310247,13.13,3.13296,4.80E-05,16,'QSO','BROADLINE'
960,52425,489,'26',Decimal('1080998366550190080'),204.38875,59.106266,50.91,1.08604,0.000201,0,'QSO','BROADLINE'
960,52466,304,'26',Decimal('1080947514825271296'),202.1128,58.310247,11.02,3.13278,6.70E-05,16,'QSO','BROADLINE'
960,52466,481,'26',Decimal('1080996168214800384'),204.38875,59.106266,36.83,1.08727,0.000266,0,'QSO','BROADLINE'
1040,52722,156,'26',Decimal('1170978829737420800'),198.85968,53.997349,22.96,0.723144,0.000305,0,'QSO','BROADLINE'
1283,52762,27,'26',Decimal('1444537048521271296'),205.71271,47.940725,26.72,1.67194,0.000247,0,'QSO','BROADLINE'
1283,52762,452,'26',Decimal('1444653871631722496'),203.8474,49.109738,26.32,2.82794,0.000243,0,'QSO','BROADLINE'
1320,52759,619,'26',Decimal('1486358072745027584'),202.00522,57.520302,31.6,2.06364,0.000367,0,'QSO',''
1321,52764,283,'26',Decimal('1487391613759023104'),201.80191,55.089684,20.32,1.50248,0.000338,0,'QSO','BROADLINE'
1374,53083,525,'26',Decimal('1547130834627094528'),196.08013,45.840939,17.76,0.342145,2.50E-05,0,'QSO','BROADLINE'
1374,53083,578,'26',Decimal('1547145403156162560'),196.51869,45.568184,19.9,0.326963,3.50E-05,0,'QSO','BROADLINE'
1375,53084,305,'26',Decimal('1548196261411186688'),196.63182,43.850119,29.36,0.75485,0.000128,0,'QSO','BROADLINE'
1376,53089,538,'26',Decimal('1549386207954233344'),200.84788,44.845283,38.78,1.05739,0.000142,0,'QSO',''
1376,53089,613,'26',Decimal('1549406823797254144'),201.76724,44.584735,18.92,0.330484,5.60E-05,0,'QSO','BROADLINE'
1458,53119,579,'26',Decimal('1641721270812829696'),196.10649,42.16937,43.02,1.90877,0.000167,16,'QSO','BROADLINE'
1459,53117,218,'26',Decimal('1642747939761711104'),196.13735,46.712577,20.92,0.445772,7.10E-05,0,'QSO','BROADLINE'
1460,53138,112,'26',Decimal('1643844702962739200'),198.37306,40.722455,22.5,1.04829,0.000207,0,'QSO','BROADLINE'
1460,53138,363,'26',Decimal('1643913697317382144'),197.28947,42.346886,20.13,1.32559,0.000254,0,'QSO','BROADLINE'
1460,53138,397,'26',Decimal('1643923043166218240'),197.35635,43.084864,38.85,0.693718,0.00018,0,'GALAXY',''
1461,53062,592,'26',Decimal('1645102542989846528'),200.59451,46.759784,29.03,0.374441,3.60E-05,0,'QSO','BROADLINE'
1463,53063,11,'26',Decimal('1647194638756374528'),203.25349,45.302514,26.2,0.319254,4.20E-05,0,'QSO','BROADLINE'
1464,53091,201,'26',Decimal('1648372765935298560'),203.20297,39.965587,28.37,1.15097,0.000202,0,'QSO','BROADLINE'
1465,53082,259,'26',Decimal('1649514608609748992'),204.89217,44.825376,32.78,1.36005,0.000218,0,'QSO','BROADLINE'
1667,53430,264,'26',Decimal('1876947770019964928'),198.43159,51.136772,9.17,1.7052,0.00029,0,'QSO','BROADLINE'
1667,53430,502,'26',Decimal('1877013190961817600'),199.94246,51.8016,40.5,1.05577,9.40E-05,0,'QSO','BROADLINE'
1697,53142,453,'26',Decimal('1910776714317817856'),198.62826,13.129328,39.85,0.742961,0.000115,0,'QSO','BROADLINE'
1700,53502,522,'26',Decimal('1914173386653722624'),205.06238,12.538435,27.56,1.96361,0.000256,0,'QSO','BROADLINE'
1795,54507,318,'26',Decimal('2021077819571857408'),195.93031,7.163204,27.71,0.938115,0.000163,0,'QSO','BROADLINE'
1798,53851,505,'26',Decimal('2024506910455130112'),199.41028,10.306196,30.06,1.85402,0.000287,0,'QSO','BROADLINE'
1801,54156,577,'26',Decimal('2027904406502008832'),204.33023,7.791239,35.76,1.39203,0.000348,0,'QSO','BROADLINE'
1977,53475,408,'26',Decimal('2226016324314753024'),200.25504,40.003772,33.98,1.53414,0.000174,0,'QSO','BROADLINE'
1993,53762,121,'26',Decimal('2243951837680003072'),203.39238,33.702191,22.03,1.81861,0.000209,0,'QSO','BROADLINE'
2009,53857,231,'26',Decimal('2261996474353084416'),197.20246,28.328582,4.99,1.86642,0.000527,0,'QSO','BROADLINE'
2009,53857,399,'26',Decimal('2262042653841451008'),197.12367,30.094178,39.58,0.807994,8.90E-05,0,'QSO','BROADLINE'
2009,53904,216,'26',Decimal('2261992351973009408'),197.20246,28.328582,5.42,1.86661,0.000576,0,'QSO','BROADLINE'
2009,53904,376,'26',Decimal('2262036332438120448'),197.12367,30.094178,38.2,0.807819,0.000106,0,'QSO','BROADLINE'
2016,53799,501,'26',Decimal('2269951989762779136'),196.93496,36.155887,27.2,1.40265,0.00027,0,'QSO','BROADLINE'
2029,53819,22,'26',Decimal('2284457022369851392'),197.86839,31.097812,24.53,1.33352,0.000263,0,'QSO','BROADLINE'
2088,53493,124,'26',Decimal('2350913148950702080'),197.59589,38.894607,33.57,1.46766,0.000299,0,'QSO','BROADLINE'
2088,53493,248,'26',Decimal('2350947233811163136'),197.08508,39.081203,32.01,1.8384,0.000148,0,'QSO','BROADLINE'
2110,53467,104,'26',Decimal('2375677448906893312'),202.78456,30.50915,28.58,0.848848,0.000113,0,'QSO','BROADLINE'
2110,53467,518,'26',Decimal('2375791248360368128'),202.72198,31.325163,24.29,0.24196,2.40E-05,0,'QSO','BROADLINE'
2244,53795,388,'26',Decimal('2526626107252303872'),200.44388,26.863921,32.62,0.843321,0.000115,0,'QSO','BROADLINE'
2244,53795,565,'26',Decimal('2526674760641832960'),201.73828,27.554668,23.06,0.782653,0.000125,0,'QSO','BROADLINE'
2245,54208,200,'26',Decimal('2527700337041631232'),203.17129,25.872696,31.31,0.927841,0.000182,0,'QSO','BROADLINE'
2606,54154,112,'26',Decimal('2934126013250037760'),203.43063,16.237254,23.8,0.861402,0.000159,0,'QSO','BROADLINE'
2607,54184,349,'26',Decimal('2935317059724142592'),203.39912,16.817783,48.13,2.08895,0.000122,0,'QSO','BROADLINE'
2619,54506,594,'26',Decimal('2948895209095718912'),201.95799,19.256274,9.07,0.458833,2.30E-05,0,'QSO','BROADLINE'
2642,54232,229,'26',Decimal('2974690571920107520'),204.928,18.498696,19.16,0.446288,5.00E-05,0,'QSO','BROADLINE'
2642,54232,494,'26',Decimal('2974763414565447680'),205.34379,18.870546,36.27,2.00136,0.000229,0,'QSO','BROADLINE'
2652,54508,396,'26',Decimal('2985995480229505024'),200.29671,22.270033,14.74,0.9457,0.000272,0,'QSO','BROADLINE'
2652,54508,585,'26',Decimal('2986047432153917440'),201.7536,22.18061,28.55,1.39833,0.000784,0,'QSO','BROADLINE'
2654,54231,392,'26',Decimal('2988246175884273664'),204.33915,21.20933,27.91,1.78678,0.000377,0,'QSO','BROADLINE'
3237,54883,67,'104',Decimal('3644556497192591360'),198.77455,59.032654,35.78,1.9314,0.000196,0,'QSO','BROADLINE'
3295,54924,357,'104',Decimal('3709938407070343168'),205.60919,65.396684,48.96,0.899401,0.000103,0,'QSO','BROADLINE'
3978,55330,788,'v5_10_0',Decimal('4479046522634215424'),197.08507,39.081205,36.83,1.83875,0.000123,0,'QSO','BROADLINE'
3978,55330,870,'v5_10_0',Decimal('4479069062622584832'),197.59589,38.894609,37.39,1.46293,0.000221,0,'QSO','BROADLINE'
3979,55597,538,'v5_10_0',Decimal('4480103707543838720'),196.93495,36.155894,26.49,1.40357,0.000299,0,'QSO','BROADLINE'
3979,55597,682,'v5_10_0',Decimal('4480143289962438656'),198.60902,37.342798,24.1,0.55312,6.80E-05,0,'QSO','AGN BROADLINE'
3980,55331,769,'v5_10_0',Decimal('4481293099784445952'),199.16549,34.438148,2.43,2.53697,0.000262,0,'QSO','BROADLINE'
3985,55320,690,'v5_10_0',Decimal('4486900883779461120'),203.39237,33.702204,29.04,1.81751,0.000206,0,'QSO','BROADLINE'
4007,55327,564,'v5_10_0',Decimal('4511636047231164416'),197.0643,2.23659,53.03,0.77024,4.40E-05,0,'QSO','BROADLINE'
4043,55630,384,'v5_10_0',Decimal('4552118970937745408'),205.36805,-0.522331,1.38,0.415009,6.90E-05,0,'QSO','BROADLINE'
4045,55622,2,'v5_10_0',Decimal('4554265767256760320'),203.89497,1.301549,25.65,1.57631,0.000176,0,'QSO','BROADLINE'
4045,55622,358,'v5_10_0',Decimal('4554363623791632384'),202.18093,1.855413,42.71,1.44103,0.000161,0,'QSO','BROADLINE'
4050,55599,392,'v5_10_0',Decimal('4560002468788805632'),200.84911,-0.365354,31.8,1.3915,0.000172,0,'QSO','BROADLINE'
4050,55599,814,'v5_10_0',Decimal('4560118467265536000'),201.72897,-0.091699,3.78,3.30708,0.000142,0,'QSO','BROADLINE'
4050,55599,879,'v5_10_0',Decimal('4560136334329487360'),202.02804,0.366562,2.72,3.05962,0.000782,0,'QSO','BROADLINE'
4706,55705,890,'v5_10_0',Decimal('5298729698653609984'),198.37307,40.722452,33.78,1.04895,0.00012,0,'QSO','BROADLINE'
4707,55653,380,'v5_10_0',Decimal('5299715409955495936'),200.25503,40.003768,37.92,1.53342,0.000179,0,'QSO','BROADLINE'
4708,55704,348,'v5_10_0',Decimal('5300832514624954368'),203.20297,39.965584,38.48,1.15173,0.000156,0,'QSO','BROADLINE'
4708,55704,764,'v5_10_0',Decimal('5300946863834243072'),204.04913,40.756365,3.15,2.06641,0.001538,0,'QSO',''
4761,55633,40,'v5_10_0',Decimal('5360420546101092352'),201.46932,4.2002,8.05,6.06433,0.00051,0,'QSO',''
4761,55633,882,'v5_10_0',Decimal('5360651993298739200'),200.98721,4.847011,46.58,2.03851,0.000156,0,'QSO','BROADLINE'
4786,55651,296,'v5_10_0',Decimal('5388638412818325504'),204.91506,3.519407,18.73,0.241302,2.40E-05,0,'QSO','STARBURST BROADLINE'
5417,55978,96,'v5_10_0',Decimal('6099026283940782080'),195.9303,7.1632,32.68,0.938475,0.000122,0,'QSO','BROADLINE'
5418,56037,26,'v5_10_0',Decimal('6100132943383994368'),196.52699,16.13422,8.11,0.883024,0.00014,0,'QSO','BROADLINE'
5422,55986,864,'v5_10_0',Decimal('6104866889841745920'),198.62826,13.129327,44.5,0.742919,7.10E-05,0,'QSO','BROADLINE'
5426,55987,816,'v5_10_0',Decimal('6109357295346360320'),199.41027,10.306193,38.87,1.85354,0.000425,0,'QSO','BROADLINE'
5427,56001,346,'v5_10_0',Decimal('6110354002871820288'),200.08998,11.928869,3.11,0.680861,8.20E-05,0,'QSO','BROADLINE'
5429,55979,262,'v5_10_0',Decimal('6112582712572223488'),200.66948,7.568027,5.43,0.728418,5.30E-05,0,'QSO','BROADLINE'
5434,56033,108,'v5_10_0',Decimal('6118169881814736896'),203.43063,16.237241,28.49,0.861793,0.000103,0,'QSO','BROADLINE'
5434,56033,856,'v5_10_0',Decimal('6118375490489131008'),203.3991,16.817768,49.62,2.08528,0.000675,0,'QSO','BROADLINE'
5435,55982,574,'v5_10_0',Decimal('6119423873970577408'),202.96762,11.280458,32.16,0.090486,1.60E-05,0,'QSO','STARBURST BROADLINE'
5437,55973,412,'v5_10_0',Decimal('6121631143412342784'),204.33022,7.791251,38.41,1.38987,0.000142,0,'QSO','BROADLINE'
5437,55973,838,'v5_10_0',Decimal('6121748241400700928'),205.46282,8.586807,8.63,0.226835,5.20E-05,0,'QSO','BROADLINE'
5438,56002,280,'v5_10_0',Decimal('6122720759922008064'),205.06238,12.538435,34.77,1.95549,0.000231,0,'QSO','BROADLINE'
5858,56063,482,'v5_10_0',Decimal('6595654247156523008'),205.34378,18.870538,31.93,1.99662,0.000256,0,'QSO','BROADLINE'
5861,56069,938,'v5_10_0',Decimal('6599157291303280640'),204.33914,21.209319,39.01,1.78798,0.000241,0,'QSO','BROADLINE'
5862,56045,204,'v5_10_0',Decimal('6600081430423773184'),204.92799,18.498691,22.66,0.446615,2.50E-05,0,'QSO','STARBURST BROADLINE'
5866,56035,730,'v5_10_0',Decimal('6604729615662424064'),201.95797,19.256276,12.12,0.458873,2.40E-05,0,'QSO','AGN BROADLINE'
5993,56070,140,'v5_10_0',Decimal('6747556726453542912'),200.29669,22.270029,16.85,0.946167,7.00E-05,0,'QSO','BROADLINE'
5995,56093,326,'v5_10_0',Decimal('6749859653943795712'),201.75358,22.180609,13.6,1.39791,0.000289,0,'QSO','BROADLINE'
